"","resRA","rrr","Vmag","SAO"
"4897",12.91088889,-59.14666667,4.62,240368
"4898",12.90988889,-57.17777778,4.03,240366
"4899",12.91022222,-57.16833333,5.17,240367
"4900",12.89713889,12.41861111,6.25,100322
"4901",12.90519444,-11.64861111,6,157584
"4902",12.90588889,-9.538888889,4.79,139033
"4903",12.91625,-44.15194444,5.89,223753
"4904",12.90363889,33.53444444,6.26,63244
"4905",12.90047222,55.95972222,1.77,28553
"4906",12.92205556,-42.91583333,5.47,223760
"4907",12.94208333,-72.18527778,5.93,256992
"4908",12.9325,-56.83611111,5.32,240385
"4909",12.91569444,47.19666667,5.84,44383
"4910",12.92672222,3.3975,3.38,119674
"4911",12.93147222,-15.32694444,6.17,157599
"4912",12.94169444,-26.46027778,6.62,181244
"4913",12.95122222,-51.19861111,5.16,240407
"4914",12.93344444,38.31472222,5.6,63256
"4915",12.93380556,38.31833333,2.9,63257
"4916",12.92458333,65.43861111,5.24,15941
"4917",12.93822222,54.09944444,5.82,28572
"4918",12.95922222,-22.75388889,6.31,181265
"4919",12.95213889,46.17694444,6.12,44398
"4920",12.98205556,17.40944444,4.78,100357
"4921",12.99430556,-3.811944444,5.79,139086
"4922",13.00905556,-33.50527778,6.02,204029
"4923",13.03783333,-71.54888889,3.62,257000
"4924",13.00458333,30.785,4.9,63288
"4925",13.00997222,-3.368611111,5.99,139096
"4926",13.01077778,18.37305556,6.2,100366
"4927",12.97980556,75.4725,6.01,7714
"4928",12.99863889,66.59722222,5.32,15960
"4929",13.01933333,17.12305556,5.96,100374
"4930",13.05144444,-71.47611111,6.03,257003
"4931",13.01216667,56.36638889,4.93,28601
"4932",13.03627778,10.95916667,2.83,100384
"4933",13.05922222,-49.52722222,4.85,223870
"4934",13.02966667,63.61027778,6,15962
"4935",13.06280556,-20.58305556,5.58,181357
"4936",13.04455556,59.71611111,6.53,28613
"4937",13.06511111,-3.663333333,6.59,139131
"4938",13.08002778,-41.19666667,6.26,223881
"4939",13.09188889,-52.115,6.43,240535
"4940",13.10463889,-48.46361111,4.71,223900
"4941",13.10975,-41.58861111,5.59,223905
"4942",13.11516667,-49.90611111,4.27,223909
"4943",13.09569444,35.79888889,5.25,63338
"4944",13.12338889,-59.86055556,5.99,240566
"4945",13.09786111,45.26861111,5.63,44465
"4946",13.10588889,21.15333333,5.99,82650
"4947",13.11508333,-35.86194444,6.54,204132
"4948",13.10283333,29.02944444,6.54,82648
"4949",13.10627778,22.61611111,5.6,82651
"4950",13.08047222,73.02527778,6.31,7741
"4951",13.12730556,-53.45972222,5.71,240573
"4952",13.13527778,-65.30638889,5.51,252162
"4953",13.10630556,62.04194444,6.14,15985
"4954",13.11963889,27.62472222,4.8,82659
"4955",13.13161111,-10.74027778,5.19,157739
"4956",13.13155556,27.55583333,6.19,82665
"4957",13.14236111,-8.984444444,5.55,139175
"4958",13.15091667,-23.11805556,4.95,181410
"4959",13.154,-9.538333333,6.32,139183
"4960",13.15344444,10.02222222,5.78,100436
"4961",13.16258333,-10.32944444,5.94,157760
"4962",13.16327778,16.84861111,5.91,100439
"4963",13.16583333,-5.538888889,4.38,139189
"4964",13.16075,37.42305556,6.02,63372
"4965",13.18288889,-52.56694444,6.06,240627
"4966",13.19766667,-69.94194444,5.91,252185
"4967",13.16166667,38.53388889,6.28,63374
"4968",13.16647222,17.52944444,5.22,100443
"4969",13.16647222,17.52944444,5.22,100443
"4970",13.18577778,-42.23305556,5.79,223960
"4971",13.16755556,38.49888889,5.91,63380
"4972",13.19808333,-63.30277778,6.33,252187
"4973",13.18977778,-43.36888889,5.25,223966
"4974",13.16394444,62.22916667,6.54,15999
"4975",13.20483333,-59.92083333,4.6,240645
"4976",13.23811111,-78.44722222,5.85,257019
"4977",13.21358333,-66.22694444,5.9,252196
"4978",13.19422222,-26.55166667,6.5,181446
"4979",13.20088889,-37.80305556,4.85,204227
"4980",13.21555556,-59.81666667,6.16,240653
"4981",13.20097222,-16.19861111,5.04,157788
"4982",13.21413889,-42.69972222,6.22,223980
"4983",13.19788889,27.87805556,4.26,82706
"4984",13.20233333,24.25805556,6.33,82708
"4985",13.22319444,-50.7,5.89,240655
"4986",13.20913889,11.55611111,5.77,100460
"4987",13.20997222,18.75166667,6.53,100461
"4988",13.23669444,-58.68388889,5.89,240663
"4989",13.23744444,-59.10333333,4.92,240666
"4990",13.22411111,-18.82666667,6.28,157798
"4991",13.23263889,-43.13888889,6.16,223989
"4992",13.22011111,18.72694444,6.11,100467
"4993",13.25413889,-67.89444444,4.8,252224
"4994",13.25713889,-69.67972222,6.37,252225
"4995",13.23636111,-19.93083333,5.33,157806
"4996",13.24530556,-48.95666667,5.89,224000
"4997",13.22861111,40.15277778,4.92,44519
"4998",13.24202778,11.33166667,5.67,100473
"4999",13.25269444,-36.37111111,6.19,204282
"5000",13.27911111,-65.13833333,6.07,252236
"5001",13.26633333,-19.94305556,5.22,157823
"5002",13.28694444,-66.78361111,4.87,252240
"5003",13.22555556,72.79888889,6.59,7782
"5004",13.25888889,40.85527778,5.79,44531
"5005",13.27375,-1.390555556,6.68,139254
"5006",13.28141667,-31.50611111,5.1,204312
"5007",13.27063889,19.05166667,6.45,100484
"5008",13.28719444,-43.97944444,5.84,224032
"5009",13.20705556,80.47138889,6.25,2164
"5010",13.27563889,19.78527778,6.45,82751
"5011",13.27958333,9.424166667,5.22,119847
"5012",13.32191667,-72.03555556,6.04,257028
"5013",13.28766667,13.67555556,5.33,100497
"5014",13.29163889,-0.676666667,6.37,139264
"5015",13.29341667,5.469722222,4.8,119855
"5016",13.30961111,-51.28611111,6.19,240721
"5017",13.29236111,40.5725,4.73,44549
"5018",13.27461111,68.40805556,6.2,16033
"5019",13.30675,-18.31138889,4.74,157844
"5020",13.31536111,-23.17166667,3,181543
"5021",13.31419444,3.687777778,6.62,119867
"5022",13.30772222,34.09805556,5.82,63462
"5023",13.30402778,49.68194444,5.15,44556
"5024",13.34302778,-59.77333333,6.18,240756
"5025",13.31783333,35.12805556,6.02,63468
"5026",13.34383333,-52.74805556,5.48,240762
"5027",13.34675,-55.80055556,6.02,240765
"5028",13.34327778,-36.71222222,2.75,204371
"5029",13.34936111,-46.88055556,5.77,224080
"5030",13.38127778,-72.14666667,6.05,257033
"5031",13.34488889,2.941666667,6.26,119889
"5032",13.33861111,40.15055556,5.6,44570
"5033",13.35830556,-19.48888889,6.21,157879
"5034",13.37658333,-60.97222222,6.18,252283
"5035",13.37719444,-60.98833333,4.53,252284
"5036",13.37116667,-52.18305556,5.83,240782
"5037",13.36155556,2.087222222,5.69,119899
"5038",13.38130556,-47.94305556,6.16,224095
"5039",13.38405556,-48.56277778,6.38,224096
"5040",13.36936111,5.154722222,5.87,119905
"5041",13.40013889,-64.53583333,4.53,252293
"5042",13.41863889,-74.88777778,5.05,257041
"5043",13.38575,-33.19,6.22,204420
"5044",13.38363889,-17.73527778,5.37,157899
"5045",13.36772222,43.90305556,6.35,44582
"5046",13.39786111,-49.82305556,6.48,224104
"5047",13.38858333,-4.924444444,5.89,139308
"5048",13.42052778,-64.48527778,5.31,252304
"5049",13.43058333,-70.6275,5.67,257042
"5050",13.40922222,-5.163888889,5.75,139324
"5051",13.45508333,-74.69194444,6.63,257047
"5052",13.39833333,37.03388889,6.07,63514
"5053",13.40847222,12.43194444,6.44,100553
"5054",13.39875,54.92527778,2.27,28737
"5055",13.399,54.92166667,3.95,28738
"5056",13.41988889,-11.16138889,0.98,157923
"5057",13.41852778,23.85444444,5.78,82825
"5058",13.4355,-39.75527778,5.09,204465
"5059",13.4365,-1.1925,5.97,139337
"5060",13.44891667,-41.49805556,5.69,224148
"5061",13.45175,-49.14388889,6.31,224149
"5062",13.42041667,54.98805556,4.01,28751
"5063",13.45577778,-49.38083333,6.28,224151
"5064",13.44533333,-12.70777778,5.25,157938
"5065",13.45408333,-40.16305556,6.4,204483
"5066",13.47955556,-69.62805556,6.2,252321
"5067",13.43794444,46.02805556,5.88,44611
"5068",13.45755556,-15.97361111,4.76,157946
"5069",13.48544444,-64.67583333,6.11,252329
"5070",13.43330556,63.26111111,6.5,16071
"5071",13.49033333,-51.16527778,5.06,240883
"5072",13.47383333,13.77888889,4.98,100582
"5073",13.43558333,72.39138889,5.79,7814
"5074",13.45127778,64.73555556,6.66,16078
"5075",13.45297222,64.71944444,7.04,16079
"5076",13.46652778,52.74583333,6.34,28763
"5077",13.47394444,40.72972222,6.47,44621
"5078",13.48747222,-1.364444444,6.43,139359
"5079",13.46991667,50.58722222,6.8,28766
"5080",13.49522222,-23.28138889,4.97,181695
"5081",13.48694444,10.81833333,5.65,100592
"5082",13.55411111,-77.56833333,6.48,257060
"5083",13.47936111,50.71833333,6.43,28771
"5084",13.68208333,-85.78611111,5.58,258674
"5085",13.47419444,59.94583333,5.4,16080
"5086",13.50002778,7.178888889,6.17,119962
"5087",13.49933333,6.013333333,6.51,119961
"5088",13.50713889,-6.470277778,6.09,139370
"5089",13.51741667,-39.4075,3.88,204545
"5090",13.52591667,-28.11277778,6.47,181723
"5091",13.44908333,78.64388889,5.77,7821
"5092",13.53480556,-38.39916667,6.16,204561
"5093",13.55991667,-65.6325,6.37,252361
"5094",13.53411111,-18.72888889,6.01,157987
"5095",13.53275,-6.255833333,4.69,139390
"5096",13.52105556,42.10611111,6.08,44637
"5097",13.54330556,-28.69277778,5.69,181737
"5098",13.54291667,-29.56527778,6.45,181735
"5099",13.54769444,-15.36305556,5.55,157998
"5100",13.54947222,-10.165,5.21,139401
"5101",13.55019444,-7.195,6.68,139403
"5102",13.54669444,24.34638889,6.11,82875
"5103",13.57469444,-48.27222222,6.33,224254
"5104",13.57877778,-33.31083333,6.44,204612
"5105",13.56886111,3.658888889,4.94,120004
"5106",13.57791667,-13.21444444,5.91,158021
"5107",13.57822222,-0.595833333,3.37,139420
"5108",13.57272222,38.78916667,6.37,63616
"5109",13.56869444,55.34861111,5.6,28803
"5110",13.57994444,37.1825,4.98,63623
"5111",13.59202778,-5.396111111,5.73,139428
"5112",13.57425,49.01611111,4.7,44668
"5113",13.62005556,-61.69194444,5.63,252387
"5114",13.59258333,10.20472222,6.49,100630
"5115",13.65330556,-75.68388889,6.34,257069
"5116",13.58725,44.19694444,6.84,44675
"5117",13.61402778,-34.46777778,6.5,204653
"5118",13.61833333,-44.14333333,5.98,224275
"5119",13.64602778,-70.445,6.1,257070
"5120",13.61344444,-26.495,5.78,181790
"5121",13.62325,-46.42833333,5.9,224283
"5122",13.63544444,-58.415,6.42,241013
"5123",13.61641667,24.61333333,5.74,82905
"5124",13.64697222,-57.62305556,6.01,241026
"5125",13.66683333,-70.78833333,6.59,257074
"5126",13.61105556,49.48666667,6.49,44682
"5127",13.62433333,36.295,4.82,63648
"5128",13.645,-29.56083333,5.83,181825
"5129",13.63552778,14.30166667,6.52,100644
"5130",13.66969444,-64.57694444,5.79,252400
"5131",13.57855556,76.54666667,6.57,7848
"5132",13.66477778,-53.46638889,2.3,241047
"5133",13.62861111,50.71472222,6.48,28819
"5134",13.66658333,-49.95027778,6,224317
"5135",13.66133333,-39.74805556,6.27,204708
"5136",13.6635,-40.05194444,5.6,204712
"5137",13.65063889,18.26527778,6.48,100650
"5138",13.65961111,10.74611111,5.57,100654
"5139",13.61972222,71.24222222,5.5,7854
"5140",13.70030556,-58.78722222,5.38,241080
"5141",13.69575,-54.56,5.01,241076
"5142",13.65844444,52.92138889,5.46,28832
"5143",13.671,31.01194444,6.21,63676
"5144",13.67791667,19.95555556,5.75,82942
"5145",13.67752778,28.06527778,6.23,82944
"5146",13.69191667,-23.44972222,6.59,181863
"5147",13.69602778,-33.59694444,6.05,204739
"5148",13.67311111,50.51944444,6.32,28836
"5149",13.68397222,22.49583333,5.62,82946
"5150",13.69355556,-8.703055556,5.01,139490
"5151",13.71558333,-56.76805556,6,241096
"5152",13.71516667,-50.79055556,6.41,241098
"5153",13.67258333,57.2075,6.29,28838
"5154",13.67897222,54.68166667,4.66,28843
"5155",13.71527778,-41.40111111,5.98,224359
"5156",13.70352778,8.388333333,6.16,120075
"5157",13.72777778,-42.0675,5.98,224365
"5158",13.73775,-51.01305556,6.47,241120
"5159",13.71769444,3.538055556,5.36,120082
"5160",13.708,41.67416667,6.3,44720
"5161",13.71205556,34.98888889,5.98,63701
"5162",13.69163889,64.8225,5.85,16142
"5163",13.73175,-5.498888889,6.51,139516
"5164",13.72922222,22.70027778,6.13,82969
"5165",13.74161111,-16.17916667,5.6,158131
"5166",13.74602778,-25.50083333,6.21,181921
"5167",13.76025,-26.11611111,5.81,181931
"5168",13.76144444,-33.04388889,4.23,204812
"5169",13.73186111,52.06444444,6.02,28866
"5170",13.75975,-15.7675,6.19,158147
"5171",13.78630556,-62.59,6.51,252448
"5172",13.77758333,-51.43277778,4.65,241157
"5173",13.76563889,-12.42666667,5.51,158152
"5174",13.78233333,-36.25194444,5.15,204835
"5175",13.791,-50.24944444,5.91,241173
"5176",13.794,-50.32111111,5.45,241177
"5177",13.75366667,55.87944444,6.5,28878
"5178",13.78708333,-9.709166667,6.05,139544
"5179",13.77041667,41.08861111,5.87,44742
"5180",13.77194444,38.50388889,5.94,63735
"5181",13.79038889,-17.86,5.43,158165
"5182",13.77869444,25.70222222,5.95,82993
"5183",13.78252778,6.350555556,6.33,120108
"5184",13.71091667,78.06444444,5.91,7876
"5185",13.78769444,17.45666667,4.5,100706
"5186",13.78327778,38.54277778,5.5,63739
"5187",13.77658333,54.43277778,5.7,28885
"5188",13.92741667,-82.66611111,5.95,258683
"5189",13.81530556,-35.70388889,6.53,204867
"5190",13.82508333,-41.68777778,3.41,224469
"5191",13.79233333,49.31333333,1.86,44752
"5192",13.82408333,-34.45083333,4.19,204875
"5193",13.82694444,-42.47388889,3.04,224471
"5194",13.86316667,-69.40138889,5.75,252481
"5195",13.81075,31.19027778,5.62,63760
"5196",13.83119444,-18.13416667,4.97,158186
"5197",13.83513889,-29.08138889,6.18,181999
"5198",13.83872222,-39.90111111,6.44,204888
"5199",13.81588889,39.54277778,7.4,63763
"5200",13.82461111,15.79777778,4.07,100725
"5201",13.82855556,21.26416667,4.91,83015
"5202",13.84291667,-19.89722222,6.53,158192
"5203",13.70641667,82.7525,5.98,2266
"5204",13.82916667,36.63277778,6.38,63772
"5205",13.84019444,5.497222222,6.01,120132
"5206",13.86311111,-46.89916667,5.77,224489
"5207",13.868,-52.81166667,5.25,241239
"5208",13.86016667,-36.43333333,6.35,204911
"5209",13.85566667,-24.39083333,6.45,182026
"5210",13.86377778,-32.99444444,4.56,204916
"5211",13.86391667,-32.99472222,6.06,204917
"5212",13.86691667,-31.61944444,6.12,204922
"5213",13.82930556,61.48916667,5.96,16186
"5214",13.85125,34.7725,6.65,63779
"5215",13.85255556,34.66444444,5.87,63781
"5216",13.84102778,58.53944444,6.46,28901
"5217",13.89530556,-53.37361111,5.89,241262
"5218",13.91358333,-67.6525,5.71,252511
"5219",13.86319444,34.44416667,4.74,63793
"5220",13.87177778,12.16527778,6.04,100745
"5221",13.88680556,-31.92777778,4.73,204944
"5222",13.89244444,-35.66416667,5.54,204955
"5223",13.89913889,-47.12805556,6.1,224514
"5224",13.89783333,-35.31444444,6.19,204963
"5225",13.88691667,17.93277778,5.7,100751
"5226",13.85719444,64.72333333,4.65,16199
"5227",13.84977778,68.31527778,6.4,16197
"5228",13.90461111,-28.56972222,6.04,182065
"5229",13.88619444,28.64805556,5.9,83055
"5230",13.92005556,-52.16111111,5.71,241294
"5231",13.92566667,-47.28833333,2.55,224538
"5232",13.91169444,-1.503055556,5.15,139613
"5233",13.91616667,-8.058888889,6.19,139618
"5234",13.93883333,-54.13194444,6.14,241309
"5235",13.91141667,18.39777778,2.68,100766
"5236",13.9425,-54.70444444,6,241315
"5237",13.92902778,-31.285,6.51,204994
"5238",13.8975,53.72861111,5.7,28928
"5239",13.93875,-46.5925,5.83,224555
"5240",14.00911111,-78.59,6.09,257107
"5241",13.96080556,-63.68666667,4.71,252531
"5242",13.97533333,-65.80055556,6.2,252534
"5243",13.93055556,14.05638889,6.16,100776
"5244",13.94108333,1.050555556,5.91,120185
"5245",13.93625,32.0325,6.32,63837
"5246",13.95769444,-23.02277778,6.14,182123
"5247",13.94283333,27.49194444,5.01,83084
"5248",13.97119444,-42.10083333,3.83,224577
"5249",13.978,-44.80361111,3.87,224585
"5250",13.97530556,-24.97222222,5.15,182134
"5251",13.98813889,-50.37,5.91,241352
"5252",14.00480556,-61.48138889,6.49,252552
"5253",14.0145,-66.26861111,5.97,252554
"5254",13.97775,14.64944444,6,100801
"5255",13.97747222,21.69611111,5.76,83103
"5256",13.95891667,61.49277778,6.37,16230
"5257",14.00002778,-25.01027778,5.77,182152
"5258",13.99702778,-3.549722222,6.4,139666
"5259",14.02194444,-40.22222222,6.13,205096
"5260",14.02872222,-45.60361111,4.34,224621
"5261",14.08883333,-76.79666667,5.5,257112
"5262",14.02233333,8.894722222,5.99,120228
"5263",14.01958333,27.38666667,6.23,83130
"5264",14.02744444,1.544444444,4.26,120238
"5265",14.03966667,-27.43,5.48,182182
"5266",14.05727778,-56.21361111,5.92,241403
"5267",14.06372222,-60.37305556,0.61,252582
"5268",14.05047222,-31.68388889,6.18,205123
"5269",14.05763889,-41.42333333,6.11,224641
"5270",14.04216667,9.686388889,6.2,120251
"5271",14.03672222,45.75361111,6.27,44858
"5272",14.06475,-22.42166667,6.3,182204
"5273",14.05897222,10.78666667,6.3,100832
"5274",14.06022222,7.546388889,6.26,120261
"5275",14.0655,4.900833333,6.24,120265
"5276",14.07072222,-5.381388889,6.39,139711
"5277",14.07416667,-14.97166667,6.28,158325
"5278",14.09625,-54.66944444,6.17,241430
"5279",14.14086111,-74.85027778,6.02,257116
"5280",14.04991667,50.97194444,6.15,28989
"5281",14.10697222,-59.71555556,6.42,241439
"5282",14.03072222,68.67861111,6.34,16254
"5283",14.07708333,2.2975,6.28,120269
"5284",14.08722222,-16.33583333,6.56,158331
"5285",14.10077778,-41.17972222,4.36,224673
"5286",14.10302778,-43.09194444,6.2,224676
"5287",14.10619444,-26.6825,3.27,182244
"5288",14.11138889,-36.37,2.06,205188
"5289",14.13730556,-63.20805556,6.4,252616
"5290",14.11188889,-9.313333333,5.46,139736
"5291",14.07313889,64.37583333,3.65,16273
"5292",14.14897222,-59.27666667,6.34,241478
"5293",14.17525,-70.30555556,6.05,257119
"5294",14.14775,-43.47111111,6.17,224721
"5295",14.18386111,-69.71972222,6.06,252636
"5296",14.15972222,-51.50472222,6,241491
"5297",14.16522222,-53.43916667,4.75,241496
"5298",14.15016667,-10.33444444,6.47,158385
"5299",14.13216667,43.85444444,5.27,44901
"5300",14.13813889,49.45805556,5.25,44905
"5301",14.18069444,-16.30194444,4.91,158401
"5302",14.14611111,59.33777778,6.46,29019
"5303",14.30383333,-81.00777778,4.91,258693
"5304",14.17330556,25.09166667,4.83,83203
"5305",14.11566667,74.59361111,6.45,7953
"5306",14.28191667,-77.66388889,6.47,257131
"5307",14.192,1.362222222,6.43,120334
"5308",14.22122222,-53.66583333,5.56,241543
"5309",14.20680556,-24.36416667,6.34,182343
"5310",14.18752778,32.29555556,6.11,63979
"5311",14.22775,-54.62583333,6.11,241552
"5312",14.21277778,-27.26111111,5.08,182349
"5313",14.20438889,2.409444444,5.01,120339
"5314",14.22033333,-26.61222222,6.24,182354
"5315",14.21494444,-10.27361111,4.19,158427
"5316",14.24916667,-57.08583333,5.07,241563
"5317",14.228,-0.845555556,5.91,139798
"5318",14.24516667,-41.8375,5.61,224791
"5319",14.25588889,-53.50972222,6.39,241569
"5320",14.27738889,-66.58777778,5.75,252678
"5321",14.14747222,77.5475,4.82,7958
"5322",14.23925,-5.9475,6.36,139806
"5323",14.23477778,12.95944444,5.54,100925
"5324",14.25036111,-29.28194444,6.08,182374
"5325",14.26077778,-45.00083333,6.31,224798
"5326",14.27616667,-59.91388889,6.39,241580
"5327",14.40647222,-82.84861111,6.42,258697
"5328",14.22436111,51.78777778,6.69,29045
"5329",14.22472222,51.79027778,4.54,29046
"5330",14.24744444,10.10055556,5.29,100934
"5331",14.24805556,3.336111111,6.45,120364
"5332",14.25669444,-18.20083333,5.43,158448
"5333",14.24472222,21.87333333,6.39,83242
"5334",14.20111111,69.4325,5.24,16305
"5335",14.23986111,41.51888889,6.24,44952
"5336",14.37297222,-80.10888889,5.06,257142
"5337",14.27175,-33.24138889,6.55,205371
"5338",14.26691667,-6.000555556,4.08,139824
"5339",14.44858333,-83.66777778,4.32,258698
"5340",14.26102778,19.1825,-0.04,100944
"5341",14.27263889,-6.621944444,6.44,139828
"5342",14.27502778,-3.196388889,6.15,139830
"5343",14.26783333,18.91194444,5.98,100949
"5344",14.28438889,-18.58527778,6.22,158462
"5345",14.25469444,52.53583333,6.58,29059
"5346",14.27577778,20.12138889,6.25,83259
"5347",14.27338889,39.74472222,6.38,64040
"5348",14.30661111,-33.22055556,6.54,205412
"5349",14.33097222,-61.27305556,5.23,252703
"5350",14.26941667,51.36722222,4.75,29071
"5351",14.27305556,46.08833333,4.18,44965
"5352",14.29122222,15.26333333,5.8,100956
"5353",14.30016667,-7.5425,6.47,139856
"5354",14.32338889,-46.05777778,3.55,224833
"5355",14.31063889,-18.71611111,5.9,158481
"5356",14.31688889,-25.81555556,5.87,182433
"5357",14.32330556,-37.00361111,5.94,205430
"5358",14.33875,-56.38666667,4.33,241641
"5359",14.3185,-13.37111111,4.52,158489
"5360",14.28919444,51.30722222,6.2,29086
"5361",14.29994444,35.50944444,4.81,64053
"5362",14.33602778,-43.05888889,5.56,224838
"5363",14.297,48.00166667,6.32,44982
"5364",14.34513889,-45.18722222,4.77,224843
"5365",14.32119444,13.00416667,5.41,100975
"5366",14.32569444,-2.265555556,5.14,139866
"5367",14.34261111,-37.88527778,4.05,205453
"5368",14.32802778,0.384166667,6.19,120400
"5369",14.31547222,38.7675,6.86,64064
"5370",14.32922222,16.30694444,4.86,100980
"5371",14.37694444,-58.45944444,4.92,241673
"5372",14.3155,54.86416667,6.53,29098
"5373",14.32991667,38.79388889,6.33,64072
"5374",14.33575,30.42916667,6.44,64074
"5375",14.37741667,-48.32027778,6.09,224870
"5376",14.37213889,-34.78694444,5.56,205485
"5377",14.38897222,-50.77222222,6.02,241686
"5378",14.38394444,-39.51222222,4.42,205497
"5379",14.41841667,-68.19527778,5.61,252735
"5380",14.39677778,-53.17666667,6,241691
"5381",14.38494444,-27.75388889,4.77,182483
"5382",14.42763889,-66.17333333,6.36,252737
"5383",14.39044444,-11.71416667,6.21,158528
"5384",14.38758333,1.241666667,6.27,120424
"5385",14.38961111,8.445,6.86,NA
"5386",14.38963889,8.446666667,5.12,120426
"5387",14.38522222,25.33805556,6.22,83321
"5388",14.40025,8.243611111,5.95,120433
"5389",14.49355556,-76.72916667,6.07,257163
"5390",14.4135,-24.80638889,5.32,182517
"5391",14.45197222,-65.82166667,5.85,252745
"5392",14.40313889,5.82,5.1,120434
"5393",14.41136111,-11.66972222,6.49,158550
"5394",14.40508333,8.085,6.19,120436
"5395",14.43561111,-45.22138889,4.56,224919
"5396",14.43633333,-45.37944444,4.35,224920
"5397",14.42494444,-19.96972222,6.61,158558
"5398",14.43705556,-42.31916667,6.32,224923
"5399",14.42991667,-26.8525,6.48,182535
"5400",14.44719444,-39.87388889,6.35,205561
"5401",14.45338889,-46.13444444,5.83,224929
"5402",14.42477778,38.39305556,6.27,64137
"5403",14.47875,-59.19777778,6.45,241737
"5404",14.41994444,51.85083333,4.05,29137
"5405",14.44094444,19.22694444,5.39,101025
"5406",14.45677778,-6.120277778,6.17,139942
"5407",14.46955556,-29.49166667,4.97,182570
"5408",14.52125,-67.71722222,5.83,252767
"5409",14.47002778,-2.228055556,4.81,139951
"5410",14.47825,-6.900555556,5.42,139957
"5411",14.45758333,41.025,6.63,45058
"5412",14.50238889,-45.32166667,5.5,224969
"5413",14.50580556,-49.51916667,5.37,224972
"5414",14.47541667,28.28916667,7.62,83373
"5415",14.47591667,28.29083333,7.12,83374
"5416",14.47122222,36.19694444,6.1,64161
"5417",14.51569444,-40.845,6.39,224982
"5418",14.49736111,0.828888889,5.94,120499
"5419",14.51966667,-38.86972222,5.97,205637
"5420",14.47716667,49.84472222,5.59,29165
"5421",14.54247222,-56.88777778,6.93,241777
"5422",14.49713889,31.79111111,6.06,64178
"5423",14.49355556,41.79583333,6.35,45075
"5424",14.51261111,4.772222222,6.02,120504
"5425",14.54358333,-50.45694444,4.42,241781
"5426",14.559,-54.99833333,5.87,241792
"5427",14.55830556,-52.68,5.87,241793
"5428",14.55266667,-30.71416667,6.09,205681
"5429",14.5305,30.37138889,3.58,64202
"5430",14.45875,75.69611111,4.25,8024
"5431",14.56888889,-42.09972222,6.6,225027
"5432",14.58811111,-60.01583333,6.4,241811
"5433",14.53894444,26.67722222,6.01,83394
"5434",14.54236111,22.26,5.92,83395
"5435",14.53463889,38.30833333,3.03,64203
"5436",14.51280556,63.18555556,6.09,16406
"5437",14.52855556,60.22555556,6.27,16411
"5438",14.58075,-20.43916667,6.5,182676
"5439",14.59208333,-41.51722222,5.87,225046
"5440",14.59177778,-42.15777778,2.31,225044
"5441",14.55563889,36.95944444,6.43,64212
"5442",14.54191667,55.39777778,5.76,29191
"5443",14.62952778,-67.93222222,6.04,252824
"5444",14.60527778,-46.24527778,5.55,225054
"5445",14.56991667,32.53444444,6.33,64221
"5446",14.60672222,-39.59722222,6.13,205744
"5447",14.578,29.745,4.46,83416
"5448",14.57736111,36.62583333,6.03,64227
"5449",14.61227778,-40.21166667,5.74,205751
"5450",14.62225,-46.13388889,5.41,225062
"5451",14.57108333,57.06527778,6.48,29202
"5452",14.57766667,49.36833333,5.74,45121
"5453",14.63144444,-49.42583333,4.05,225071
"5454",14.60191667,23.25027778,6.38,83427
"5455",14.61661111,-12.30527778,6.2,158677
"5456",14.63877778,-38.79416667,6.02,205786
"5457",14.65305556,-46.58416667,6.07,225089
"5458",14.65686111,-49.05555556,6.39,225091
"5459",14.65997222,-60.83527778,-0.01,252838
"5460",14.66002778,-60.83555556,1.33,NA
"5461",14.67577778,-56.44083333,6.3,241898
"5462",14.63722222,18.29833333,5.91,101121
"5463",14.70844444,-64.97527778,3.19,252853
"5464",14.63680556,43.64194444,5.7,45145
"5465",14.69880556,-58.61611111,6.22,241912
"5466",14.68372222,-36.135,5.67,205823
"5467",14.63755556,54.02333333,5.85,29227
"5468",14.64727778,44.40444444,5.39,45153
"5469",14.69883333,-47.38833333,2.3,225128
"5470",14.79766667,-79.04472222,3.83,257193
"5471",14.69933333,-37.79361111,4,205839
"5472",14.67275,21.97555556,6.1,83458
"5473",14.67844444,13.53416667,5.91,101137
"5474",14.69752778,-30.93333333,6.37,205841
"5475",14.67877778,16.41833333,4.94,101138
"5476",14.67886111,16.41777778,5.88,101139
"5477",14.68580556,13.72833333,4.83,101145
"5478",14.68580556,13.72833333,4.43,101145
"5479",14.56063889,79.66027778,6.26,8054
"5480",14.69411111,8.161666667,4.86,120601
"5481",14.69541667,11.66055556,5.56,101152
"5482",14.75480556,-62.87583333,5.36,252869
"5483",14.69838889,21.12361111,6.38,83474
"5484",14.72044444,-24.9975,5.73,182795
"5485",14.72761111,-35.17361111,4.05,205871
"5486",14.74875,-58.47777778,6.11,241966
"5487",14.71766667,-5.658333333,3.88,140090
"5488",14.75302778,-55.60194444,6.1,241971
"5489",14.74977778,-35.19194444,4.92,205899
"5490",14.72372222,26.52777778,4.81,83488
"5491",15.47197222,-88.13305556,6.48,258720
"5492",14.70088889,61.26194444,6.25,16466
"5493",14.729,40.45916667,5.73,45190
"5494",14.77475,-47.44111111,5.74,225178
"5495",14.78369444,-52.38361111,5.21,241992
"5496",14.75325,-1.417777778,6.07,140116
